# step = 200, time = 0.02, G_eff = 5000, N = 64, iz = 32
# x  y  rho  V
0.945312  0.0546875  1.68034  0.0353811
0.945312  0.0703125  1.61068  0.0348746
0.945312  0.0859375  0.872187  0.0343637
0.945312  0.101562  0.175993  0.0337327
0.945312  0.117188  0.00323299  0.0328959
0.945312  0.132812  0.0544108  0.031862
0.945312  0.148438  0.0588367  0.0306685
0.945312  0.164062  0.044832  0.0293321
0.945312  0.179688  0.0827061  0.0278623
0.945312  0.195312  0.0896409  0.0262788
0.945312  0.210938  0.123674  0.0245906
0.945312  0.226562  0.368963  0.0228059
0.945312  0.242188  0.695363  0.0209752
0.945312  0.257812  0.760928  0.0191733
0.945312  0.273438  0.575462  0.0174203
0.945312  0.289062  0.365349  0.015693
0.945312  0.304688  0.241677  0.013977
0.945312  0.320312  0.196732  0.0122799
0.945312  0.335938  0.232048  0.0106263
0.945312  0.351562  0.248442  0.00905032
0.945312  0.367188  0.174907  0.0075781
0.945312  0.382812  0.118043  0.00621715
0.945312  0.398438  0.06096  0.00497627
0.945312  0.414062  0.0112122  0.00386852
0.945312  0.429688  0.000952391  0.00290754
0.945312  0.445312  0.00781221  0.00211186
0.945312  0.460938  0.0160373  0.00149912
0.945312  0.476562  0.0957724  0.00107649
0.945312  0.492188  0.271934  0.000849728
0.945312  0.507812  0.271934  0.000849728
0.945312  0.523438  0.0957724  0.00107649
0.945312  0.539062  0.0160373  0.00149912
0.945312  0.554688  0.00781221  0.00211186
0.945312  0.570312  0.000952391  0.00290754
0.945312  0.585938  0.0112122  0.00386852
0.945312  0.601562  0.06096  0.00497627
0.945312  0.617188  0.118043  0.00621715
0.945312  0.632812  0.174907  0.0075781
0.945312  0.648438  0.248442  0.00905032
0.945312  0.664062  0.232048  0.0106263
0.945312  0.679688  0.196732  0.0122799
0.945312  0.695312  0.241677  0.013977
0.945312  0.710938  0.365349  0.015693
0.945312  0.726562  0.575462  0.0174203
0.945312  0.742188  0.760928  0.0191733
0.945312  0.757812  0.695363  0.0209752
0.945312  0.773438  0.368963  0.0228059
0.945312  0.789062  0.123674  0.0245906
0.945312  0.804688  0.0896409  0.0262788
0.945312  0.820312  0.0827061  0.0278623
0.945312  0.835938  0.044832  0.0293321
0.945312  0.851562  0.0588367  0.0306685
0.945312  0.867188  0.0544108  0.031862
0.945312  0.882812  0.00323299  0.0328959
0.945312  0.898438  0.175993  0.0337327
0.945312  0.914062  0.872187  0.0343637
0.945312  0.929688  1.61068  0.0348746
0.945312  0.945312  1.68034  0.0353811
0.945312  0.960938  1.02682  0.0358878
0.945312  0.976562  0.377391  0.0362905
0.945312  0.992188  0.106654  0.0365049

0.960938  0.0078125  0.075292  0.0368704
0.960938  0.0234375  0.225587  0.0366883
0.960938  0.0390625  0.595534  0.0363431
0.960938  0.0546875  1.02682  0.0358878
0.960938  0.0703125  1.03529  0.0353971
0.960938  0.0859375  0.56511  0.0348719
0.960938  0.101562  0.109424  0.0342266
0.960938  0.117188  0.0377118  0.0333952
0.960938  0.132812  0.122006  0.0323841
0.960938  0.148438  0.114574  0.0312273
0.960938  0.164062  0.018923  0.0299368
0.960938  0.179688  0.0186374  0.0285111
0.960938  0.195312  0.0342224  0.0269711
0.960938  0.210938  0.0075848  0.0253372
0.960938  0.226562  0.114908  0.023613
0.960938  0.242188  0.467598  0.0218252
0.960938  0.257812  0.706666  0.0200501
0.960938  0.273438  0.585594  0.018334
0.960938  0.289062  0.329976  0.016658
0.960938  0.304688  0.186647  0.0149994
0.960938  0.320312  0.173043  0.0133632
0.960938  0.335938  0.17954  0.0117806
0.960938  0.351562  0.175826  0.0102746
0.960938  0.367188  0.185519  0.00885572
0.960938  0.382812  0.221553  0.00753596
0.960938  0.398438  0.123892  0.00633525
0.960938  0.414062  0.0400634  0.00526277
0.960938  0.429688  0.0393212  0.00432639
0.960938  0.445312  0.0721506  0.00355042
0.960938  0.460938  0.113916  0.00295992
0.960938  0.476562  0.106244  0.00256069
0.960938  0.492188  0.3786  0.00233404
0.960938  0.507812  0.3786  0.00233404
0.960938  0.523438  0.106244  0.00256069
0.960938  0.539062  0.113916  0.00295992
0.960938  0.554688  0.0721506  0.00355042
0.960938  0.570312  0.0393212  0.00432639
0.960938  0.585938  0.0400634  0.00526277
0.960938  0.601562  0.123892  0.00633525
0.960938  0.617188  0.221553  0.00753596
0.960938  0.632812  0.185519  0.00885572
0.960938  0.648438  0.175826  0.0102746
0.960938  0.664062  0.17954  0.0117806
0.960938  0.679688  0.173043  0.0133632
0.960938  0.695312  0.186647  0.0149994
0.960938  0.710938  0.329976  0.016658
0.960938  0.726562  0.585594  0.018334
0.960938  0.742188  0.706666  0.0200501
0.960938  0.757812  0.467598  0.0218252
0.960938  0.773438  0.114908  0.023613
0.960938  0.789062  0.0075848  0.0253372
0.960938  0.804688  0.0342224  0.0269711
0.960938  0.820312  0.0186374  0.0285111
0.960938  0.835938  0.018923  0.0299368
0.960938  0.851562  0.114574  0.0312273
0.960938  0.867188  0.122006  0.0323841
0.960938  0.882812  0.0377118  0.0333952
0.960938  0.898438  0.109424  0.0342266
0.960938  0.914062  0.56511  0.0348719
0.960938  0.929688  1.03529  0.0353971
0.960938  0.945312  1.02682  0.0358878
0.960938  0.960938  0.595534  0.0363431
0.960938  0.976562  0.225587  0.0366883
0.960938  0.992188  0.075292  0.0368704

0.976562  0.0078125  0.106329  0.0371153
0.976562  0.0234375  0.145734  0.0369698
0.976562  0.0390625  0.225587  0.0366883
0.976562  0.0546875  0.377391  0.0362905
0.976562  0.0703125  0.405262  0.0358128
0.976562  0.0859375  0.223327  0.0352576
0.976562  0.101562  0.0732469  0.0345763
0.976562  0.117188  0.135748  0.0337311
0.976562  0.132812  0.232528  0.0327293
0.976562  0.148438  0.169222  0.0315966
0.976562  0.164062  0.0136493  0.0303342
0.976562  0.179688  0.102788  0.0289295
0.976562  0.195312  0.220021  0.0274131
0.976562  0.210938  0.126624  0.0258199
0.976562  0.226562  0.00528367  0.0241494
0.976562  0.242188  0.259413  0.0224004
0.976562  0.257812  0.587778  0.0206431
0.976562  0.273438  0.521781  0.0189423
0.976562  0.289062  0.3919  0.0172776
0.976562  0.304688  0.477858  0.0156287
0.976562  0.320312  0.60762  0.014016
0.976562  0.335938  0.489353  0.0124842
0.976562  0.351562  0.273795  0.0110363
0.976562  0.367188  0.295112  0.00965271
0.976562  0.382812  0.494584  0.00834942
0.976562  0.398438  0.418247  0.00716406
0.976562  0.414062  0.274737  0.00610838
0.976562  0.429688  0.241281  0.00518127
0.976562  0.445312  0.329149  0.00441095
0.976562  0.460938  0.448826  0.00383617
0.976562  0.476562  0.141637  0.00347021
0.976562  0.492188  0.619311  0.00324331
0.976562  0.507812  0.619311  0.00324331
0.976562  0.523438  0.141637  0.00347021
0.976562  0.539062  0.448826  0.00383617
0.976562  0.554688  0.329149  0.00441095
0.976562  0.570312  0.241281  0.00518127
0.976562  0.585938  0.274737  0.00610838
0.976562  0.601562  0.418247  0.00716406
0.976562  0.617188  0.494584  0.00834942
0.976562  0.632812  0.295112  0.00965271
0.976562  0.648438  0.273795  0.0110363
0.976562  0.664062  0.489353  0.0124842
0.976562  0.679688  0.60762  0.014016
0.976562  0.695312  0.477858  0.0156287
0.976562  0.710938  0.3919  0.0172776
0.976562  0.726562  0.521781  0.0189423
0.976562  0.742188  0.587778  0.0206431
0.976562  0.757812  0.259413  0.0224004
0.976562  0.773438  0.00528367  0.0241494
0.976562  0.789062  0.126624  0.0258199
0.976562  0.804688  0.220021  0.0274131
0.976562  0.820312  0.102788  0.0289295
0.976562  0.835938  0.0136493  0.0303342
0.976562  0.851562  0.169222  0.0315966
0.976562  0.867188  0.232528  0.0327293
0.976562  0.882812  0.135748  0.0337311
0.976562  0.898438  0.0732469  0.0345763
0.976562  0.914062  0.223327  0.0352576
0.976562  0.929688  0.405262  0.0358128
0.976562  0.945312  0.377391  0.0362905
0.976562  0.960938  0.225587  0.0366883
0.976562  0.976562  0.145734  0.0369698
0.976562  0.992188  0.106329  0.0371153

0.992188  0.0078125  0.111131  0.0372385
0.992188  0.0234375  0.106329  0.0371153
0.992188  0.0390625  0.075292  0.0368704
0.992188  0.0546875  0.106654  0.0365049
0.992188  0.0703125  0.127019  0.0360347
0.992188  0.0859375  0.0746593  0.0354609
0.992188  0.101562  0.0818026  0.0347554
0.992188  0.117188  0.231435  0.0338977
0.992188  0.132812  0.337117  0.0328983
0.992188  0.148438  0.210356  0.0317784
0.992188  0.164062  0.0225624  0.0305275
0.992188  0.179688  0.279058  0.0291246
0.992188  0.195312  0.548612  0.0276137
0.992188  0.210938  0.405298  0.026043
0.992188  0.226562  0.0603779  0.0244083
0.992188  0.242188  0.191232  0.0226856
0.992188  0.257812  0.541434  0.0209402
0.992188  0.273438  0.450509  0.0192468
0.992188  0.289062  0.412089  0.0175786
0.992188  0.304688  0.736673  0.0159185
0.992188  0.320312  1.01203  0.0143076
0.992188  0.335938  0.786736  0.0128037
0.992188  0.351562  0.382256  0.0113916
0.992188  0.367188  0.430084  0.010024
0.992188  0.382812  0.810792  0.0087204
0.992188  0.398438  0.794215  0.00753468
0.992188  0.414062  0.585891  0.00648399
0.992188  0.429688  0.500572  0.00555791
0.992188  0.445312  0.675107  0.0047852
0.992188  0.460938  0.946184  0.00421823
0.992188  0.476562  0.215972  0.00388685
0.992188  0.492188  0.686113  0.00366781
0.992188  0.507812  0.686113  0.00366781
0.992188  0.523438  0.215972  0.00388685
0.992188  0.539062  0.946184  0.00421823
0.992188  0.554688  0.675107  0.0047852
0.992188  0.570312  0.500572  0.00555791
0.992188  0.585938  0.585891  0.00648399
0.992188  0.601562  0.794215  0.00753468
0.992188  0.617188  0.810792  0.0087204
0.992188  0.632812  0.430084  0.010024
0.992188  0.648438  0.382256  0.0113916
0.992188  0.664062  0.786736  0.0128037
0.992188  0.679688  1.01203  0.0143076
0.992188  0.695312  0.736673  0.0159185
0.992188  0.710938  0.412089  0.0175786
0.992188  0.726562  0.450509  0.0192468
0.992188  0.742188  0.541434  0.0209402
0.992188  0.757812  0.191232  0.0226856
0.992188  0.773438  0.0603779  0.0244083
0.992188  0.789062  0.405298  0.026043
0.992188  0.804688  0.548612  0.0276137
0.992188  0.820312  0.279058  0.0291246
0.992188  0.835938  0.0225624  0.0305275
0.992188  0.851562  0.210356  0.0317784
0.992188  0.867188  0.337117  0.0328983
0.992188  0.882812  0.231435  0.0338977
0.992188  0.898438  0.0818026  0.0347554
0.992188  0.914062  0.0746593  0.0354609
0.992188  0.929688  0.127019  0.0360347
0.992188  0.945312  0.106654  0.0365049
0.992188  0.960938  0.075292  0.0368704
0.992188  0.976562  0.106329  0.0371153
0.992188  0.992188  0.111131  0.0372385

