# step = 100, time = 0.01, G_eff = 0, N = 64, iz = 32
# x  y  rho  V
0.976562  0.585938  0.191024  0
0.976562  0.601562  0.178726  0
0.976562  0.617188  0.165378  0
0.976562  0.632812  0.151338  0
0.976562  0.648438  0.136951  0
0.976562  0.664062  0.122539  0
0.976562  0.679688  0.10839  0
0.976562  0.695312  0.0947643  0
0.976562  0.710938  0.0818857  0
0.976562  0.726562  0.0699467  0
0.976562  0.742188  0.0591013  0
0.976562  0.757812  0.0494529  0
0.976562  0.773438  0.0410375  0
0.976562  0.789062  0.0338098  0
0.976562  0.804688  0.0276497  0
0.976562  0.820312  0.0223864  0
0.976562  0.835938  0.0178335  0
0.976562  0.851562  0.013842  0
0.976562  0.867188  0.0103461  0
0.976562  0.882812  0.00737037  0
0.976562  0.898438  0.00500284  0
0.976562  0.914062  0.00333764  0
0.976562  0.929688  0.00240459  0
0.976562  0.945312  0.00211984  0
0.976562  0.960938  0.00228169  0
0.976562  0.976562  0.00261639  0
0.976562  0.992188  0.00286294  0

0.992188  0.0078125  0.00313273  0
0.992188  0.0234375  0.00286294  0
0.992188  0.0390625  0.0024967  0
0.992188  0.0546875  0.0023196  0
0.992188  0.0703125  0.00263118  0
0.992188  0.0859375  0.00365215  0
0.992188  0.101562  0.00547427  0
0.992188  0.117188  0.00806491  0
0.992188  0.132812  0.011321  0
0.992188  0.148438  0.0151464  0
0.992188  0.164062  0.019514  0
0.992188  0.179688  0.0244959  0
0.992188  0.195312  0.0302553  0
0.992188  0.210938  0.0369958  0
0.992188  0.226562  0.0449046  0
0.992188  0.242188  0.054113  0
0.992188  0.257812  0.0646706  0
0.992188  0.273438  0.076538  0
0.992188  0.289062  0.0896021  0
0.992188  0.304688  0.103694  0
0.992188  0.320312  0.118604  0
0.992188  0.335938  0.134086  0
0.992188  0.351562  0.149857  0
0.992188  0.367188  0.1656  0
0.992188  0.382812  0.180962  0
0.992188  0.398438  0.195568  0
0.992188  0.414062  0.209025  0
0.992188  0.429688  0.220948  0
0.992188  0.445312  0.230979  0
0.992188  0.460938  0.238801  0
0.992188  0.476562  0.244163  0
0.992188  0.492188  0.24689  0
0.992188  0.507812  0.24689  0
0.992188  0.523438  0.244163  0
0.992188  0.539062  0.238801  0
0.992188  0.554688  0.230979  0
0.992188  0.570312  0.220948  0
0.992188  0.585938  0.209025  0
0.992188  0.601562  0.195568  0
0.992188  0.617188  0.180962  0
0.992188  0.632812  0.1656  0
0.992188  0.648438  0.149857  0
0.992188  0.664062  0.134086  0
0.992188  0.679688  0.118604  0
0.992188  0.695312  0.103694  0
0.992188  0.710938  0.0896021  0
0.992188  0.726562  0.076538  0
0.992188  0.742188  0.0646706  0
0.992188  0.757812  0.054113  0
0.992188  0.773438  0.0449046  0
0.992188  0.789062  0.0369958  0
0.992188  0.804688  0.0302553  0
0.992188  0.820312  0.0244959  0
0.992188  0.835938  0.019514  0
0.992188  0.851562  0.0151464  0
0.992188  0.867188  0.011321  0
0.992188  0.882812  0.00806491  0
0.992188  0.898438  0.00547427  0
0.992188  0.914062  0.00365215  0
0.992188  0.929688  0.00263118  0
0.992188  0.945312  0.0023196  0
0.992188  0.960938  0.0024967  0
0.992188  0.976562  0.00286294  0
0.992188  0.992188  0.00313273  0

